"         ""UTC_ABS_TIME""",ABS_TIME,ABS_SEC,NA,NA,NA,ACP_T,ACP_P,UN1,UN2,START (DALTONS),END (DALTONS),"       ""X1""","       ""M2""","       ""M3""","       ""M4""","       ""M5""","       ""M6""","       ""M7""","       ""M8""","       ""M9""","      ""M10""","      ""M11""","      ""M12""","      ""M13""","      ""M14""","      ""M15""","      ""M16""","      ""M17""","      ""M18""","      ""M19""","      ""X20""","      ""M20""","      ""M21""","      ""M22""","      ""M23""","      ""M24""","      ""M25""","      ""M26""","      ""M27""","      ""M28""","      ""M29""","      ""M30""","      ""M31""","      ""M32""","      ""M33""","      ""M34""","      ""M35""","      ""M36""","      ""M37""","      ""M38""","      ""M39""","      ""M40""","      ""M41""","      ""M42""","      ""M43""","      ""M44""","      ""M45""","      ""M46""","      ""M47""","      ""M48""","      ""M49""","      ""M50""","      ""M51""","      ""M52""","      ""M53""","      ""M54""","      ""M55""","      ""M56""","      ""M57""","      ""M58""","      ""M59""","      ""M60""","      ""M61""","      ""M62""","      ""M63""","      ""M64""","      ""M65""","      ""M66""","      ""M67""","      ""M68""","      ""M69""","      ""M70""","      ""M71""","      ""M72""","      ""M73""","      ""M74""","      ""M75""","      ""M76""","      ""M77""","      ""M78""","      ""M79""","      ""M80""","      ""M81""","      ""M82""","      ""M83""","      ""M84""","      ""M85""","      ""M86""","      ""M87""","      ""M88""","      ""M89""","      ""M90""","      ""M91""","      ""M92""","      ""M93""","      ""M94""","      ""M95""","      ""M96""","      ""M97""","      ""M98""","      ""M99""","     ""M100""","     ""M101""","     ""M102""","     ""M103""","     ""M104""","     ""M105""","     ""M106""","     ""M107""","     ""M108""","     ""M109""","     ""M110""","     ""M111""","     ""M112""","     ""M113""","     ""M114""","     ""M115""","     ""M116""","     ""M117""","     ""M118""","     ""M119""","     ""M120""","     ""M121""","     ""M122""","     ""M123""","     ""M124""","     ""M125""","     ""M126""","     ""M127""","     ""M128""","     ""M129""","     ""M130""","     ""M131""","     ""M132""","     ""M133""","     ""M134""","     ""M135""","     ""M136""","     ""M137""","     ""M138""","     ""M139""","     ""M140""","     ""M141""","      ""T1A""","      ""T1B""","      ""T1C""","      ""T2A""","      ""T2B""","      ""T2C""","      ""T3A""","      ""T3B""","      ""T3C""","      ""T4A""","      ""T4B""","      ""T4C""","      ""T5A""","      ""T5B""","      ""T5C""",SEQ_CNTR,"  ""GCMS_GMT""",GCMS_DATE,"   ""GCMS_TIME""",AB,SUBSWP,SCN_CNT,"  ""MET_TIME"""
2005-01-14T10:15:54.681,8640379,3933.922,0,0,0,38.63,0.4055,0,0,2,141,1088.8,871,0,0,0,0,0,0,0,0,0,217.7,0,4355.4,31358.8,18945.9,0,0,0,217.7,217.7,0,0,0,0,0,0,217.7,36803.1,5008.7,366071.4,0,0,0,0,0,0,0,0,0,435.5,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,147212.5,158754.3,136106.2,237151.5,266768.2,251742.1,0,0,0,62011,1160159.264, 2005-01-14, T10:15:59.263,   B,128,235,90333.92188
2005-01-14T10:15:56.681,8640507,3935.922,0,0,0,38.63,0.4055,0,0,2,141,1088.8,1524.3,0,0,0,0,0,0,0,0,0,0,0,2831,24608,14372.8,871,0,0,0,0,0,0,0,0,0,0,0,31358.8,2177.7,195993,0,0,0,0,0,0,0,0,0,1306.6,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147212.5,158754.3,147212.5,251742.1,251742.1,251742.1,0,0,0,62013,1160161.264, 2005-01-14, T10:16:01.264,   B,128,237,90335.92188
2005-01-14T10:15:58.494,8640623,3937.734,0,0,0,38.63,0.4055,0,0,2,141,871,871,0,0,0,0,0,0,0,0,0,0,871,2177.7,26350.1,21341.4,0,0,0,0,0,0,0,0,0,0,217.7,217.7,36803.1,1959.9,209277,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,158754.3,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62015,1160163.514, 2005-01-14, T10:16:03.513,   B,128,239,90337.73438
2005-01-14T10:16:00.369,8640743,3939.609,0,0,0,38.63,0.4055,0,0,2,141,653.3,435.5,0,0,0,0,0,0,0,0,0,0,217.7,1524.3,23519.1,16550.5,653.3,0,217.7,0,0,0,0,0,0,0,0,217.7,31358.8,3048.7,222996.5,0,0,0,0,0,0,0,0,0,435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,217.7,0,0,147212.5,147212.5,147212.5,237151.5,251742.1,237151.5,0,0,0,62016,1160164.514, 2005-01-14, T10:16:04.513,   B,128,241,90339.60938
2005-01-14T10:16:02.244,8640863,3941.484,0,0,0,38.63,0.4055,0,0,2,141,1306.6,871,0,0,0,0,0,0,0,0,0,0,217.7,3484.3,26350.1,16332.7,217.7,0,0,0,0,0,0,0,0,0,0,0,36803.1,1742.1,222996.5,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,217.7,158754.3,147212.5,147212.5,237151.5,251742.1,251742.1,0,0,0,62018,1160166.639, 2005-01-14, T10:16:06.638,   B,128,243,90341.48438
2005-01-14T10:16:04.119,8640983,3943.359,0,0,0,38.63,0.4055,0,0,2,141,2177.7,2613.2,0,217.7,0,0,0,0,0,0,0,0,435.5,2177.7,22212.5,14372.8,217.7,0,0,0,0,0,0,0,0,0,0,217.7,36803.1,3048.7,222996.5,0,0,0,0,0,0,0,0,217.7,435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,0,0,147212.5,158754.3,147212.5,237151.5,237151.5,251742.1,0,0,0,62020,1160168.639, 2005-01-14, T10:16:08.638,   B,128,245,90343.35938
2005-01-14T10:16:05.994,8641103,3945.234,0,0,0,38.63,0.4055,0,0,2,141,2831,1524.3,0,0,0,0,0,0,0,0,0,217.7,1088.8,1959.9,36803.1,16768.2,217.7,0,0,0,0,0,0,0,0,0,0,435.5,36803.1,3702,384146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,147212.5,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62021,1160170.014, 2005-01-14, T10:16:10.013,   B,128,247,90345.23438
2005-01-14T10:16:07.869,8641223,3947.109,0,0,0,38.63,0.4055,0,0,2,141,2831,2831,0,0,0,0,0,0,0,0,0,217.7,217.7,1524.3,31358.8,23301.3,0,0,217.7,0,0,0,0,0,0,0,0,217.7,36803.1,4573.1,384146.3,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,0,0,0,158754.3,158754.3,147212.5,251742.1,251742.1,237151.5,0,0,0,62023,1160172.014, 2005-01-14, T10:16:12.013,   B,128,249,90347.10938
2005-01-14T10:16:09.744,8641343,3948.984,0,0,0,38.63,0.4055,0,0,2,141,653.3,435.5,0,0,0,0,0,0,0,0,0,0,217.7,2177.7,31358.8,17639.3,217.7,0,0,0,0,0,0,0,0,0,0,653.3,31358.8,6533.1,384146.3,0,0,0,0,0,0,0,0,0,871,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,158754.3,158754.3,147212.5,251742.1,251742.1,251742.1,0,0,0,62025,1160174.139, 2005-01-14, T10:16:14.138,   B,128,251,90348.98438
2005-01-14T10:16:21.056,8642067,3960.297,0,0,0,38.84,0.4055,0,0,2,141,1306.6,1088.8,0,0,0,0,0,0,0,0,0,0,435.5,1306.6,16768.2,10888.5,217.7,0,0,0,0,0,0,0,0,0,0,217.7,17639.3,3048.7,237151.5,217.7,0,0,0,0,0,0,0,0,435.5,0,0,0,435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,147212.5,158754.3,147212.5,251742.1,251742.1,237151.5,0,0,0,62036,1160186.014, 2005-01-14, T10:16:26.013,   B,128,7,90360.29688
2005-01-14T10:16:22.931,8642187,3962.172,0,0,0,38.84,0.4055,0,0,2,141,1742.1,2177.7,0,217.7,0,0,0,0,0,0,0,435.5,0,3048.7,22212.5,10452.9,0,0,0,0,0,0,0,0,0,0,0,217.7,20905.9,1742.1,222996.5,0,0,0,0,0,0,0,0,0,435.5,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,147212.5,158754.3,158754.3,237151.5,237151.5,251742.1,0,0,0,62038,1160188.014, 2005-01-14, T10:16:28.013,   B,128,9,90362.17188
2005-01-14T10:16:24.806,8642307,3964.047,0,0,0,38.84,0.4055,0,0,2,141,435.5,653.3,0,0,0,0,0,0,0,0,0,0,0,2177.7,19599.3,13719.5,0,0,217.7,0,0,0,0,0,0,0,0,0,17203.8,3484.3,237151.5,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,147212.5,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62039,1160189.014, 2005-01-14, T10:16:29.013,   B,128,11,90364.04688
2005-01-14T10:16:26.806,8642435,3966.047,0,0,0,38.84,0.4055,0,0,2,141,1959.9,1524.3,0,0,0,0,0,0,0,0,0,217.7,435.5,653.3,21123.6,11324,217.7,0,217.7,0,0,0,0,0,0,0,0,0,23301.3,3266.5,222996.5,217.7,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147212.5,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62042,1160192.264, 2005-01-14, T10:16:32.263,   B,128,13,90366.04688
2005-01-14T10:16:28.541,8642546,3967.781,0,0,0,38.84,0.4055,0,0,2,141,2177.7,1742.1,0,0,0,0,0,0,0,0,0,0,217.7,2831,18945.9,14155,0,217.7,0,0,0,0,0,0,0,0,217.7,0,24390.2,3266.5,237151.5,0,0,0,0,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,147212.5,147212.5,147212.5,237151.5,251742.1,237151.5,0,0,0,62043,1160193.264, 2005-01-14, T10:16:33.263,   B,128,15,90367.78125
2005-01-14T10:16:30.494,8642671,3969.734,0,0,0,38.84,0.4055,0,0,2,141,435.5,871,0,0,0,0,0,0,0,0,0,0,0,1524.3,18728.2,11977.3,0,0,217.7,217.7,217.7,0,0,0,0,0,0,0,23519.1,2613.2,237151.5,0,0,0,0,0,0,0,0,0,217.7,0,0,0,4573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,158754.3,147212.5,158754.3,237151.5,251742.1,237151.5,0,0,0,62045,1160195.514, 2005-01-14, T10:16:35.513,   B,128,17,90369.73438
2005-01-14T10:16:39.853,8643270,3979.094,0,0,0,38.84,0.4055,0,0,2,141,2395.4,1306.6,0,217.7,0,0,0,0,0,0,0,0,0,3266.5,31358.8,19381.5,0,0,217.7,0,0,0,0,0,0,0,0,0,36803.1,3919.8,384146.3,0,0,0,0,0,0,0,0,0,1306.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158754.3,158754.3,158754.3,237151.5,251742.1,251742.1,0,0,0,62053,1160204.014, 2005-01-14, T10:16:44.013,   B,128,27,90379.09375
2005-01-14T10:16:49.291,8643874,3988.531,0,0,0,38.84,0.4055,0,0,2,141,1524.3,2831,0,0,0,0,0,0,0,0,0,0,0,3702,36803.1,15461.6,217.7,0,217.7,0,217.7,0,0,0,0,0,0,0,48998.2,7404.1,460801.3,217.7,0,0,0,0,0,0,0,0,1742.1,0,0,0,435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,217.7,147212.5,158754.3,158754.3,251742.1,251742.1,237151.5,0,0,0,62062,1160213.514, 2005-01-14, T10:16:53.513,   B,128,37,90388.53125
2005-01-14T10:16:58.728,8644478,3997.969,0,0,0,38.84,0.2763,0,0,2,141,2177.7,3266.5,0,0,0,0,0,0,0,0,0,0,0,2395.4,42682.9,17857.1,435.5,0,0,0,435.5,0,0,0,0,0,435.5,0,36803.1,5662,460801.3,0,0,0,0,0,0,0,0,0,1088.8,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158754.3,147212.5,147212.5,251742.1,251742.1,237151.5,0,0,0,62071,1160223.264, 2005-01-14, T10:17:03.263,   B,128,47,90397.96875
2005-01-14T10:17:08.103,8645078,4007.344,0,0,0,38.84,0.2763,0,0,2,141,1959.9,5444.2,0,0,0,0,0,0,0,0,0,0,871,5662,31358.8,16550.5,217.7,0,0,0,0,0,0,0,0,0,0,217.7,42682.9,5879.7,501742.1,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,147212.5,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62081,1160234.014, 2005-01-14, T10:17:14.013,   B,128,57,90407.34375
2005-01-14T10:17:17.541,8645682,4016.781,0,0,0,38.84,0.2763,0,0,2,141,3048.7,1088.8,0,0,0,0,0,0,0,0,0,0,435.5,2831,42682.9,19381.5,435.5,653.3,0,0,217.7,0,0,0,0,0,217.7,0,42682.9,5662,481054,217.7,0,0,0,0,0,0,0,0,653.3,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,147212.5,158754.3,158754.3,237151.5,251742.1,251742.1,0,0,0,62089,1160242.514, 2005-01-14, T10:17:22.513,   B,128,67,90416.78125
2005-01-14T10:17:27.025,8646289,4026.266,0,0,0,38.84,0.2763,0,0,2,141,1959.9,2395.4,0,0,0,0,0,0,0,0,0,0,217.7,1742.1,42682.9,19599.3,0,0,435.5,435.5,0,0,0,0,0,0,0,435.5,42682.9,8710.8,481054,217.7,0,0,0,0,0,0,0,0,1088.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158754.3,147212.5,147212.5,237151.5,251742.1,237151.5,0,0,0,62098,1160252.014, 2005-01-14, T10:17:32.013,   B,128,77,90426.26563
2005-01-14T10:17:36.338,8646885,4035.578,0,0,0,38.84,0.2763,0,0,2,141,1306.6,3702,0,0,0,0,0,0,0,0,0,0,435.5,4355.4,42682.9,18945.9,0,0,1088.8,0,653.3,0,0,0,0,0,0,871,42682.9,5879.7,481054,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,158754.3,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62106,1160260.514, 2005-01-14, T10:17:40.513,   B,128,87,90435.57813
2005-01-14T10:17:45.775,8647489,4045.016,0,0,0,38.84,0.2763,0,0,2,141,1306.6,2177.7,0,0,0,0,0,0,0,0,0,435.5,217.7,3919.8,36803.1,17639.3,0,0,435.5,435.5,0,0,0,0,0,0,0,217.7,48998.2,8275.2,481054,0,0,0,0,0,0,0,0,0,871,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.5,0,158754.3,147212.5,147212.5,222996.5,251742.1,237151.5,0,0,0,62116,1160271.264, 2005-01-14, T10:17:51.263,   B,128,97,90445.01563
2005-01-14T10:17:55.150,8648089,4054.391,0,0,0,38.84,0.2763,0,0,2,141,2395.4,2177.7,0,0,0,0,0,0,0,0,0,0,0,3919.8,36803.1,18510.4,217.7,0,217.7,435.5,0,0,0,0,0,0,0,217.7,42682.9,6097.5,481054,0,0,0,0,0,0,0,0,0,217.7,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158754.3,158754.3,147212.5,251742.1,237151.5,251742.1,0,0,0,62124,1160279.639, 2005-01-14, T10:17:59.638,   B,128,107,90454.39063
2005-01-14T10:18:04.588,8648693,4063.828,0,0,0,38.84,0.2763,0,0,2,141,871,2177.7,0,0,0,0,0,0,0,0,0,217.7,0,2831,42682.9,20905.9,0,0,217.7,217.7,0,0,0,0,0,0,0,217.7,42682.9,4790.9,460801.3,0,0,0,0,0,0,0,0,0,1306.6,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,158754.3,158754.3,147212.5,251742.1,237151.5,251742.1,0,0,0,62133,1160289.264, 2005-01-14, T10:18:09.263,   B,128,117,90463.82813
